iata_code,name,city_name,country_code
MDU,Mendi Airport,Mendi,PG
MEL,Melbourne Airport,Melbourne,AU
MNL,Ninoy Aquino International Airport,Manila,PH
MUC,Munich Airport,Munich,DE
NAN,Nadi International Airport,Nadi,FJ
NGO,Chubu Centrair International Airport,Nagoya,JP
NRT,Narita International Airport,Tokyo,JP
PEK,Beijing Capital International Airport,Beijing,CN
PEN,Penang International Airport,Penang,MY
PER,Perth International Airport,Perth,AU
PKX,Beijing Daxing International Airport,Beijing,CN
PNH,Phnom Penh International Airport,Phnom Penh,KH
PNI,Pohnpei International Airport,Pohnpei,FM
PNP,Girua Airport,Popondetta,PG
PNQ,Pune International Airport,Pune,IN
POM,Port Moresby Jacksons International Airport,Port Moresby,PG
PUS,Gimhae International Airport,Busan,KR
PVG,Shanghai Pudong International Airport,Shanghai,CN
RAB,Rabaul Airport,Rabaul,PG
RGN,Yangon International Airport,Yangon,MM
ROR,Roman Tmetuchl International Airport,Koror,PW
RTM,Rotterdam The Hague Airport,Rotterdam,NL
SAI,Siem Reap-Angkor International Airport,Siem Reap,KH
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,VN
SHA,Shanghai Hongqiao International Airport,Shanghai,CN
SIN,Singapore Changi Airport,Singapore,SG
STN,London Stansted Airport,London,GB
SUB,Juanda International Airport,Surabaya,ID
SUV,Nausori International Airport,Suva,FJ
SYD,Sydney Kingsford Smith International Airport,Sydney,AU
SZX,Shenzhen Bao'an International Airport,Shenzhen,CN
TAO,Qingdao Jiaodong International Airport,Qingdao,CN
TBG,Tabubil Airport,Tabubil,PG
TBU,Fua'amotu International Airport,Nuku'alofa,TO
TFI,Tufi Airport,Tufi,PG
TIZ,Tari Airport,Tari,PG
TKK,Chuuk International Airport,Chuuk,FM
TRW,Bonriki International Airport,Tarawa,KI
UNG,Kiunga Airport,Kiunga,PG
UPG,Sultan Hasanuddin International Airport,Makassar,ID
VAI,Vanimo Airport,Vanimo,PG
VLI,Bauerfield International Airport,Port Vila,VU
VTE,Wattay International Airport,Vientiane,LA
WBM,Wapenamanda Airport,Wapenamanda,PG
WLG,Wellington International Airport,Wellington,NZ
WWK,Wewak International Airport,Wewak,PG
XMN,Xiamen Gaoqi International Airport,Xiamen,CN
