iata_code,name,city_name,country_code
WIU,Witu Airport,Garove Island,PG
WJA,Woja Airport,Woja,MH
WJU,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,KR
WKA,Wanaka Airport,Wanaka,NZ
WKJ,Wakkanai Airport,Wakkanai,JP
WKN,Wakunai Airport,Wakunai,PG
WLG,Wellington International Airport,Wellington,NZ
WLH,Walaha Airport,Walaha,VU
WLU,Walluanda Airport,Puri,PG
WMT,Zunyi Maotai Airport,Zunyi,CN
WMX,Wamena Airport,Wamena,ID
WNH,Wenshan Puzhehei Airport,Wenshan,CN
WNI,Matahora Airport,Wangi-wangi Island,ID
WNP,Naga Airport,Naga,PH
WNR,Windorah Airport,Windorah,AU
WNU,Wanuma Airport,Wanuma,PG
WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),CN
WOA,Wonenara Airport,Wonenara,PG
WOE,Woensdrecht Air Base,Hoogerheide,NL
WOL,Shellharbour Airport,Albion Park Rail,AU
WPM,Wipim Airport,Wipim,PG
WRE,Whangarei Airport,Whangarei,NZ
WRT,Warton Aerodrome,Warton,GB
WRY,Westray Airport,"Westray, Orkney Islands",GB
WSA,Wasua Airport,Wasua,PG
WSK,Chongqing Wushan Airport,Wushan,CN
WSU,Wasu Airport,Wasu,PG
WSZ,Westport Airport,Westport,NZ
WTB,Toowoomba Wellcamp Airport,Toowoomba,AU
WTE,Wotje Airport,Wotje,MH
WTN,RAF Waddington,"Lincoln, Lincolnshire",GB
WTO,Wotho Island Airport,Wotho Island,MH
WTP,Woitape Airport,Fatima Mission,PG
WTT,Wantoat Airport,Wantoat,PG
WUA,Wuhai Airport,Wuhai,CN
WUG,Wau Airport,Wau,PG
WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),CN
WUM,Wasum Airport,Wasum,PG
WUS,Nanping Wuyishan Airport,Wuyishan,CN
WUT,Xinzhou Wutaishan Airport,Xinzhou,CN
WUV,Wuvulu Island Airport,Wuvulu Island,PG
WUX,Sunan Shuofang International Airport,Wuxi,CN
WUZ,Wuzhou Xijiang Airport,Tangbu,CN
WWK,Wewak International Airport,Wewak,PG
WWY,West Wyalong Airport,West Wyalong,AU
WXN,Wanzhou Wuqiao Airport,Wanzhou,CN
WYA,Whyalla Airport,Whyalla,AU
XAI,Xinyang Minggang Airport,Xinyang,CN
XBN,Biniguni Airport,Biniguni,PG
XEN,Xingcheng Air Base,Huludao (Xingcheng),CN
XFN,Xiangyang Liuji Airport,Xiangyang (Xiangzhou),CN
XFW,Hamburg-Finkenwerder Airport,Hamburg,DE
XIC,Xichang Qingshan Airport,Liangshan (Xichang),CN
XIL,Xilinhot Airport,Xilinhot,CN
XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),CN
XKH,Xieng Khouang Airport,Xieng Khouang,LA
XMN,Xiamen Gaoqi International Airport,Xiamen,CN
XMY,Yam Island Airport,Yam Island,AU
XNN,Xining Caojiabao International Airport,Haidong (Huzhu Tu Autonomous County),CN
XRH,RAAF Base Richmond,Richmond,AU
XSP,Seletar Airport,Seletar,SG
XTG,Thargomindah Airport,Thargomindah,AU
XUZ,Xuzhou Guanyin International Airport,Xuzhou,CN
XYA,Yandina Airport,Yandina,SB
XYR,Edwaki Airport,Yellow River Mission,PG
YAP,Yap International Airport,Yap Island,FM
YAS,Yasawa Island Airport,Yasawa Island,FJ
YBP,Yibin Wuliangye Airport,Yibin (Cuiping),CN
YCU,Yuncheng Yanhu International Airport,Yuncheng (Yanhu),CN
YEC,Yecheon Airbase,Yecheon-ri,KR
YEO,RNAS Yeovilton,"Yeovil, Somerset",GB
YGJ,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP
YIA,Yogyakarta International Airport,Yogyakarta,ID
YIC,Yichun Mingyueshan Airport,Yichun,CN
YIE,Arxan Yi'ershi Airport,Arxan,CN
YIH,Yichang Sanxia Airport,Yichang (Xiaoting),CN
YIN,Yining Airport,Ili (Yining / Ghulja),CN
YIW,Yiwu Airport,Yiwu/Jinhua,CN
YKH,Yingkou Lanqi Airport,Yingkou (Laobian),CN
YLX,Yulin Fumian Airport,Yulin,CN
YNJ,Yanji Chaoyangchuan Airport,Yanji,CN
YNT,Yantai Penglai International Airport,Yantai,CN
YNY,Yangyang International Airport,Gonghang-ro,KR
YNZ,Yancheng Nanyang International Airport,Yancheng (Tinghu),CN
YSQ,Songyuan Chaganhu Airport,Qian Gorlos Mongol Autonomous County,CN
YTW,Yutian Wanfang Airport,Hotan (Yutian),CN
YTY,Yangzhou Taizhou Airport,Yangzhou,CN
YUA,Yuanmou Air Base,Chuxiong (Yuanmou),CN
YUS,Yushu Batang Airport,Yushu (Batang),CN
YVD,Yeva Airport,Yeva,PG
YYA,Yueyang Sanhe Airport,Yueyang (Yueyanglou),CN
YZY,Zhangye Ganzhou Airport,Zhangye (Ganzhou),CN
ZAM,Zamboanga International Airport,Zamboanga,PH
ZAT,Zhaotong Zhaoyang Airport （Not fully opened),Zhaotong,CN
ZEN,Zenag Airport,Zenag,PG
ZER,Ziro Airport,Ziro,IN
ZFL,Zhaosu Tianma Airport,Zhaosu,CN
ZGU,Gaua Island Airport,Gaua Island,VU
ZHA,Zhanjiang Wuchuan International Airport,Zhanjiang,CN
ZHY,Zhongwei Shapotou Airport,Zhongwei (Shapotou),CN
ZNE,Newman Airport,Newman,AU
ZQN,Queenstown Airport,Queenstown,NZ
ZQZ,Zhangjiakou Ningyuan Airport,Zhangjiakou,CN
ZRI,Stevanus Rumbewas Airport,Serui,ID
ZUH,Zhuhai Jinwan Airport,Zhuhai (Jinwan),CN
ZYI,Zunyi Xinzhou Airport,Zunyi,CN
